Date,Return,Reconstructed_Return,Tracking_Error
2023-01-13,0.0498156997943388,-0.011625781400750313,0.06144148119508912
2023-01-20,-0.0103724033502106,-0.00929346682043542,-0.0010789365297751811
2023-01-27,-0.0043990092666086,0.016834485914249343,-0.021233495180857945
2023-02-03,0.0306601734720342,0.03967349128103323,-0.00901331780899903
2023-02-10,0.0311367088843534,-0.009573267260174692,0.04070997614452809
2023-03-17,-0.0046718837541341,-0.004574132710298597,-9.775104383550302e-05
2023-03-24,0.003813155386082,-0.0010451315235147926,0.004858286909596793
2023-03-31,-0.0137837471170804,-0.00416823832517586,-0.00961550879190454
2023-04-07,0.0139397107510018,0.00867111537802956,0.005268595372972239
2023-04-14,-0.0042510469333669,0.0024126369715234937,-0.006663683904890394
2023-04-21,0.0107910728397415,-0.000455325089068267,0.011246397928809767
2023-04-28,-0.0030104512082242,-0.008333572995578707,0.005323121787354507
2023-05-05,-0.0072018315546583,0.029573752763981415,-0.03677558431863971
2023-05-12,0.0201824867220482,0.00420993589589738,0.015972550826150816
2023-05-19,0.0088370354549335,0.013546170898636353,-0.004709135443702852
2023-05-26,0.0161519393795046,0.013920489350597363,0.0022314500289072354
2023-06-02,0.0094364191957774,-0.00420685336501362,0.01364327256079102
2023-06-09,-0.0033884020330411,0.03231467373282925,-0.035703075765870354
2023-06-16,0.0255511929930535,0.0027249679291657656,0.022826225063887734
2023-06-23,-0.0006478972788314,0.0032216851764348153,-0.0038695824552662152
2023-07-03,0.0136736016974126,-0.004936003846716804,0.018609605544129403
2023-07-07,0.0067694965654147,-0.0021839143240311794,0.00895341088944588
2023-07-14,0.0057174443931093,0.017699934526286334,-0.011982490133177034
2023-07-21,0.0129695408569248,0.024076706706733973,-0.011107165849809173
2023-07-28,0.0102120147065969,-0.005699869380274249,0.01591188408687115
2023-08-04,0.0039681585339456,-0.0019237747432714989,0.0058919332772170985
2023-08-11,-0.0124882224245038,-0.005167820545209675,-0.007320401879294125
2023-08-18,0.0015039539434319,-0.008071040720982154,0.009574994664414055
2023-08-25,-0.0042951719683512,-0.0017703015201703414,-0.0025248704481808586
2023-09-01,-0.0025865983393876,-0.005504139975853323,0.0029175416364657235
