Date,Return,Reconstructed_Return,Tracking_Error
2023-05-12,0.0201824867220482,-0.007105439611542143,0.02728792633359034
2023-05-19,0.0088370354549335,0.0025643179527437268,0.006272717502189774
2023-05-26,0.0161519393795046,0.021705760043929254,-0.005553820664424655
2023-06-02,0.0094364191957774,-0.007362046193885518,0.01679846538966292
2023-06-09,-0.0033884020330411,0.023389673879100514,-0.026778075912141614
2023-06-16,0.0255511929930535,0.002375966376736467,0.023175226616317032
2023-06-23,-0.0006478972788314,0.004803895047221733,-0.005451792326053133
2023-07-03,0.0136736016974126,0.0023434970076279264,0.011330104689784674
2023-07-07,0.0067694965654147,-0.00563828069543048,0.01240777726084518
2023-07-14,0.0057174443931093,0.01580072909797286,-0.010083284704863558
2023-07-21,0.0129695408569248,0.012514880988235916,0.00045465986868888433
2023-07-28,0.0102120147065969,0.0007593746906421443,0.009452640015954755
2023-08-04,0.0039681585339456,-0.005264846356746443,0.009233004890692044
2023-08-11,-0.0124882224245038,-0.004929194731636494,-0.007559027692867306
2023-08-18,0.0015039539434319,-0.0067609574908540125,0.008264911434285913
2023-08-25,-0.0042951719683512,-0.0003858323872407063,-0.0039093395811104934
2023-09-01,-0.0025865983393876,-0.013277671546969752,0.010691073207582152
2023-09-08,-0.0219658724158395,0.012064763865556306,-0.034030636281395805
2023-09-15,0.0079297131505232,-0.0049329251035561406,0.01286263825407934
2023-09-22,0.0008741475000207,-0.0030624444627887397,0.0039365919628094395
2023-10-02,0.0011040892499608,0.04145501843470037,-0.04035092918473957
2023-10-06,0.0392095538308327,-0.08704949775852414,0.12625905158935685
2023-10-13,0.0037460895735159,-0.007508467745057986,0.011254557318573886
2023-10-20,-0.0067619814104689,-0.012807486284899557,0.0060455048744306565
2023-10-27,-0.0127580810447962,-0.006023680169040219,-0.006734400875755981
2023-11-03,0.0013196539931603,-0.014651249621712586,0.015970903614872887
2023-11-10,0.001510780382356,0.00393803392084804,-0.00242725353849204
2023-11-17,0.0020621534659424,0.0022735776781325602,-0.0002114242121901604
2023-11-24,0.0020338874475513,-0.029578124635221706,0.031612012082773006
2023-12-01,-0.0105163899055443,0.00888959083865743,-0.01940598074420173
2023-12-08,0.0074623249503318,0.02090784200077399,-0.013445517050442193
2023-12-15,0.0136998380709601,0.00222839061194989,0.01147144745901021
2023-12-22,0.0006721758728403,-0.0005697264913898216,0.0012419023642301218
2023-12-29,-0.0181286549707603,0.01990632616700313,-0.03803498113776343
2024-01-05,0.0172319430806624,0.008859883876744582,0.008372059203917818
2024-01-12,0.0152151724465333,0.0067565850120488696,0.008458587434484431
2024-01-19,0.0126724339490295,-0.0080139365343498,0.020686370483379297
2024-01-26,-0.0072343307474448,-0.004914982073603482,-0.0023193486738413184
2024-02-02,0.000457378523365,0.009242690043744381,-0.00878531152037938
2024-02-09,0.0181318042694976,0.009634108808944797,0.008497695460552802
2024-02-16,0.0124281745880741,0.013437185490109919,-0.0010090109020358187
2024-02-23,0.0170941455934088,-0.0107807325244479,0.0278748781178567
2024-03-01,-0.0057500997767956,-0.0020595144352586734,-0.0036905853415369265
2024-03-08,-0.0124959115102137,0.004773608349086153,-0.01726951985929985
2024-03-15,0.0120066544718202,0.0034377758189224005,0.008568878652897799
2024-03-22,-0.0097814605989378,0.0029001845545999125,-0.012681645153537712
2024-03-29,0.0010817063918331,0.008013734809221526,-0.006932028417388427
2024-04-05,-0.0069634643235009,0.004922839016349606,-0.011886303339850506
2024-04-15,0.0197296337436432,0.019158679336476008,0.0005709544071671908
2024-04-19,0.006624675805854,-0.01204634748417506,0.018671023290029058
2024-04-26,-0.0140308000353347,0.008494899189677312,-0.022525699225012012
2024-05-03,0.0029416595738324,0.009330523402060946,-0.0063888638282285455
2024-05-10,0.0079578953637257,-0.011153717927664746,0.019111613291390446
2024-05-17,-0.0045937622321844,-0.0008738884199551594,-0.0037198738122292403
2024-05-24,-0.0062769422536151,-0.010684347048111865,0.0044074047944967654
2024-05-31,0.0045321168046709,-0.00882805921613988,0.01336017602081078
2024-06-07,-0.0066522967147316,-0.006468950919701727,-0.00018334579502987235
2024-06-14,0.0078641176250514,0.0029723825720321066,0.004891735053019293
2024-06-21,-0.0004751440280336,0.01534110532897966,-0.01581624935701326
2024-06-28,0.0101313209341018,0.0063985793091360064,0.003732741624965794
2024-07-05,0.0121253566281361,-0.008761030630423192,0.02088638725855929
2024-07-12,0.0326419412256166,0.0017896765189926809,0.030852264706623923
2024-07-19,0.0186579239893624,0.009399350754778907,0.009258573234583494
2024-07-26,0.0060294219214034,0.01287423922460934,-0.006844817303205941
2024-08-02,0.0235680989681661,-0.0090288275978198,0.032596926565985895
2024-08-09,-0.0201480925041584,0.00760747727233464,-0.027755569776493037
2024-08-16,0.0099047175752264,-0.00029098495829048623,0.010195702533516886
2024-08-23,0.001491131158541,-0.0024773289100160395,0.003968460068557039
2024-08-30,0.0110720835955848,-0.001423113938613007,0.012495197534197807
2024-09-06,0.0004752501757088,-0.0016778813446685268,0.0021531315203773267
2024-09-13,0.0146053283020888,0.015681968196742765,-0.0010766398946539663
2024-09-20,0.0236071454477114,0.010869324095539706,0.012737821352171693
2024-09-27,0.0243640041487091,-0.011091282691355748,0.03545528684006485
2024-10-04,-0.0289413939916106,0.0021514229643963337,-0.031092816956006932
2024-10-11,-0.0056861970480994,-0.005097344803184893,-0.000588852244914507
2024-10-18,-0.0007816011098735,0.0034567756713419612,-0.0042383767812154615
2024-10-25,0.011433339199927,0.002648533992624074,0.008784805207302925
2024-11-01,0.0114909934585763,0.026887918893469136,-0.015396925434892836
2024-11-08,0.0290414659632489,-0.001237258512327641,0.03027872447557654
2024-11-15,0.02103946602603,-0.00325371846319308,0.02429318448922308
2024-11-22,0.0022012807451608,-0.01647963491578616,0.01868091566094696
2024-11-29,0.0014400939086446,-0.0027883148261551136,0.004228408734799714
2024-12-06,-0.0045799220567353,-0.00015614951236674664,-0.004423772544368553
2024-12-13,-0.0024279653043758,1.2487176150713201e-05,-0.002440452480526513
2024-12-20,-0.0006510614735893,-0.001365686094339227,0.000714624620749927
2024-12-27,-0.0038845591816854,0.04783557485795932,-0.05172013403964472
2025-01-03,0.0487707974230142,0.018386092089348178,0.03038470533366602
2025-01-10,0.0164120735978925,0.014263239299063257,0.0021488342988292414
2025-01-17,0.0053211924517049,-0.03391983734375739,0.03924102979546229
2025-01-24,-0.0039241408812205,0.03034299509749333,-0.03426713597871383
2025-01-31,0.0150884405939177,0.019325215709870294,-0.004236775115952595
2025-02-07,0.0090708064443341,0.010246114116739131,-0.0011753076724050314
2025-02-14,0.0050927996422182,-0.0009512782818683722,0.006044077924086572
2025-02-21,0.0415704901802649,-0.004077816459092541,0.04564830663935744
2025-02-28,-0.0227111312845433,-0.008627773953614701,-0.0140833573309286
2025-03-07,-0.0102015168404257,-0.0019524624821742403,-0.00824905435825146
2025-03-14,-0.0012807419470589,0.10647921210229425,-0.10775995404935315
2025-03-21,0.0410639368094056,0.003700522340710114,0.03736341446869548
2025-03-28,0.011054358560491,-0.03137525086324819,0.04242960942373919
2025-04-04,-0.0321020459605932,-0.06921680370371801,0.03711475774312481
2025-04-11,-0.058043198723896,0.05618417343670034,-0.11422737216059634
2025-04-18,0.0677368630229302,-0.006810003347775616,0.07454686637070582
2025-04-25,0.0125692522643534,0.006836660763928755,0.005732591500424645
2025-05-02,0.0154712497935566,-0.004006961598020798,0.019478211391577398
2025-05-09,0.0111800720854953,-0.016622881406970415,0.027802953492465712
2025-05-16,0.007881165104961,-0.0031554739957016524,0.011036639100662653
2025-05-23,0.0257854285817242,-0.0066767893986027504,0.032462217980326946
2025-05-30,0.0062278562323727,0.02206758879439171,-0.01583973256201901
2025-06-06,0.0314153620571851,-0.00014450669162569246,0.03155986874881079
2025-06-13,-0.0102366469057957,-0.009525949248170903,-0.0007106976576247964
2025-06-20,-0.0270165959089156,0.046682784843407134,-0.07369938075232274
2025-06-30,0.0168960478813411,-0.03245895391746229,0.049355001798803394
2025-07-04,0.0172473385870317,0.044049437358413546,-0.026802098771381847
2025-07-11,0.0264735434454436,-0.001119238569256326,0.027592782014699925
2025-07-18,0.0219935594005794,-0.009434978732827877,0.03142853813340728
2025-07-25,0.0041226714540862,-0.0008038898126775009,0.004926561266763701
2025-08-01,0.0145244754922515,-0.005680996891648389,0.02020547238389989
2025-08-08,0.00871164808212,-0.002807478369248267,0.011519126451368267
2025-08-15,0.0030934380389313,0.004802975083677847,-0.0017095370447465469
2025-08-22,0.0019077972797054,0.012566385295064613,-0.010658588015359212
2025-08-29,0.0076928246600507,-0.006366588793743031,0.014059413453793732
2025-09-08,-0.0001244931350928,-0.012421036017243325,0.012296542882150525
2025-09-12,-0.0015608046815247,0.003692075470044197,-0.005252880151568897
2025-09-19,0.0019729839266389,-0.0387301180382805,0.0407031019649194
2025-09-26,-0.024242585875827,-0.03162573823806722,0.0073831523622402175
2025-10-03,-0.0169777972139467,-0.005780657265165441,-0.01119713994878126
2025-10-10,-0.0113719038902663,0.0013605458229963064,-0.012732449713262607
2025-10-17,-0.0131432776634588,0.031237403737848835,-0.04438068140130763
2025-10-24,0.0505374352251623,0.012110654774413483,0.038426780450748814
2025-10-31,0.0133829466897552,-0.012122684950168439,0.02550563163992364
2025-11-07,-0.0191534641759279,-0.02387668202288773,0.0047232178469598304
2025-11-14,-0.018881570568221,-0.015657161708913597,-0.003224408859307401
2025-11-21,-0.0213173352867269,0.0028899217281983655,-0.024207257014925265
2025-11-28,0.0209621260569886,0.010440551514437745,0.010521574542550854
